WEIGHT NAME                                        SHAPE             MIN           MAX           STD      
bn4i_branch2c_2/moving_mean:0                     (1024,)           -0.3092        +0.1096      +0.0572   
bn4i_branch2c_2/moving_variance:0                 (1024,)           +0.0007        +0.0708      +0.0049   
res4j_branch2a_2/kernel:0                    (1, 1, 1024, 256)      -0.1264        +0.1794      +0.0126   
res4j_branch2a_2/bias:0                            (256,)           -0.0010        +0.0006      +0.0003   
bn4j_branch2a_2/gamma:0                            (256,)           +0.5069        +1.2823      +0.1149   
bn4j_branch2a_2/beta:0                             (256,)           -1.9055        +0.2154      +0.2870   
bn4j_branch2a_2/moving_mean:0                      (256,)           -4.5494        +1.8513      +0.9530   
bn4j_branch2a_2/moving_variance:0                  (256,)           +0.5073        +5.0598      +0.4980   
res4j_branch2b_2/kernel:0                     (3, 3, 256, 256)      -0.1036        +0.2351      +0.0103   
res4j_branch2b_2/bias:0                            (256,)           -0.0067        +0.0059      +0.0020   
bn4j_branch2b_2/gamma:0                            (256,)           +0.4131        +1.4478      +0.1323   
bn4j_branch2b_2/beta:0                             (256,)           -1.9463        +0.4984      +0.2980   
bn4j_branch2b_2/moving_mean:0                      (256,)           -0.7600        +0.4444      +0.1658   
bn4j_branch2b_2/moving_variance:0                  (256,)           +0.0380        +0.3044      +0.0348   
res4j_branch2c_2/kernel:0                    (1, 1, 256, 1024)      -0.1406        +0.1723      +0.0121   
res4j_branch2c_2/bias:0                           (1024,)           -0.0062        +0.0091      +0.0025   
bn4j_branch2c_2/gamma:0                           (1024,)           +0.0288        +2.0876      +0.1976   
bn4j_branch2c_2/beta:0                            (1024,)           -0.8279        +0.1712      +0.1242   
bn4j_branch2c_2/moving_mean:0                     (1024,)           -0.1671        +0.0815      +0.0318   
bn4j_branch2c_2/moving_variance:0                 (1024,)           +0.0002        +0.0240      +0.0027   
res4k_branch2a_2/kernel:0                    (1, 1, 1024, 256)      -0.1369        +0.1895      +0.0115   
res4k_branch2a_2/bias:0                            (256,)           -0.0009        +0.0007      +0.0003   
bn4k_branch2a_2/gamma:0                            (256,)           +0.5384        +1.1987      +0.1222   
bn4k_branch2a_2/beta:0                             (256,)           -1.7274        +0.3939      +0.3094   
bn4k_branch2a_2/moving_mean:0                      (256,)           -5.5573        +2.2690      +1.0985   
bn4k_branch2a_2/moving_variance:0                  (256,)           +0.3051        +3.5934      +0.4903   
res4k_branch2b_2/kernel:0                     (3, 3, 256, 256)      -0.0799        +0.1296      +0.0095   
res4k_branch2b_2/bias:0                            (256,)           -0.0060        +0.0041      +0.0014   
bn4k_branch2b_2/gamma:0                            (256,)           +0.4960        +1.2266      +0.1243   
bn4k_branch2b_2/beta:0                             (256,)           -1.2792        +0.2008      +0.2593   
bn4k_branch2b_2/moving_mean:0                      (256,)           -0.8575        +1.2273      +0.2591   
bn4k_branch2b_2/moving_variance:0                  (256,)           +0.0168        +0.3693      +0.0569   
res4k_branch2c_2/kernel:0                    (1, 1, 256, 1024)      -0.1247        +0.2241      +0.0114   
res4k_branch2c_2/bias:0                           (1024,)           -0.0067        +0.0081      +0.0024   
bn4k_branch2c_2/gamma:0                           (1024,)           +0.1148        +1.9941      +0.2081   
bn4k_branch2c_2/beta:0                            (1024,)           -1.6103        +0.1858      +0.1599   
bn4k_branch2c_2/moving_mean:0                     (1024,)           -0.1446        +0.0679      +0.0319   
bn4k_branch2c_2/moving_variance:0                 (1024,)           +0.0010        +0.0395      +0.0042   
res4l_branch2a_2/kernel:0                    (1, 1, 1024, 256)      -0.2041        +0.1931      +0.0135   
res4l_branch2a_2/bias:0                            (256,)           -0.0011        +0.0008      +0.0003   
bn4l_branch2a_2/gamma:0                            (256,)           +0.4169        +1.5267      +0.1211   
bn4l_branch2a_2/beta:0                             (256,)           -1.8435        +0.3071      +0.2976   
bn4l_branch2a_2/moving_mean:0                      (256,)           -4.0608        +2.0131      +1.0383   
bn4l_branch2a_2/moving_variance:0                  (256,)           +0.5797        +5.8934      +0.5997   
res4l_branch2b_2/kernel:0                     (3, 3, 256, 256)      -0.1075        +0.1778      +0.0101   
res4l_branch2b_2/bias:0                            (256,)           -0.0089        +0.0092      +0.0025   
bn4l_branch2b_2/gamma:0                            (256,)           +0.4045        +1.3411      +0.1290   
bn4l_branch2b_2/beta:0                             (256,)           -1.4767        +0.4854      +0.2710   
bn4l_branch2b_2/moving_mean:0                      (256,)           -0.3820        +0.2590      +0.0978   
bn4l_branch2b_2/moving_variance:0                  (256,)           +0.0194        +0.1928      +0.0195   
res4l_branch2c_2/kernel:0                    (1, 1, 256, 1024)      -0.1198        +0.1714      +0.0123   
res4l_branch2c_2/bias:0                           (1024,)           -0.0098        +0.0088      +0.0023   
bn4l_branch2c_2/gamma:0                           (1024,)           +0.0792        +1.6725      +0.1760   
bn4l_branch2c_2/beta:0                            (1024,)           -1.0323        +0.7015      +0.1526   
bn4l_branch2c_2/moving_mean:0                     (1024,)           -0.1346        +0.0818      +0.0317   
bn4l_branch2c_2/moving_variance:0                 (1024,)           +0.0007        +0.0367      +0.0027   
res4m_branch2a_2/kernel:0                    (1, 1, 1024, 256)      -0.0814        +0.1539      +0.0118   
res4m_branch2a_2/bias:0                            (256,)           -0.0008        +0.0006      +0.0003   
bn4m_branch2a_2/gamma:0                            (256,)           +0.5300        +1.1776      +0.0988   
bn4m_branch2a_2/beta:0                             (256,)           -1.2997        +0.3071      +0.2241   
bn4m_branch2a_2/moving_mean:0                      (256,)           -6.0726        +1.2736      +1.0509   
bn4m_branch2a_2/moving_variance:0                  (256,)           +0.4134        +5.9330      +0.5904   
res4m_branch2b_2/kernel:0                     (3, 3, 256, 256)      -0.1037        +0.1375      +0.0091   
res4m_branch2b_2/bias:0                            (256,)           -0.0072        +0.0071      +0.0020   
bn4m_branch2b_2/gamma:0                            (256,)           +0.5814        +1.1881      +0.1004   
bn4m_branch2b_2/beta:0                             (256,)           -1.3691        +0.1966      +0.2357   
bn4m_branch2b_2/moving_mean:0                      (256,)           -0.6768        +0.5120      +0.1552   
bn4m_branch2b_2/moving_variance:0                  (256,)           +0.0234        +0.3098      +0.0412   
res4m_branch2c_2/kernel:0                    (1, 1, 256, 1024)      -0.1469        +0.1552      +0.0113   
res4m_branch2c_2/bias:0                           (1024,)           -0.0083        +0.0104      +0.0025   
bn4m_branch2c_2/gamma:0                           (1024,)           +0.1858        +1.7955      +0.1699   
bn4m_branch2c_2/beta:0                            (1024,)           -0.7632        +0.5809      +0.1474   
bn4m_branch2c_2/moving_mean:0                     (1024,)           -0.1689        +0.0692      +0.0349   
bn4m_branch2c_2/moving_variance:0                 (1024,)           +0.0007        +0.0343      +0.0037   
res4n_branch2a_2/kernel:0                    (1, 1, 1024, 256)      -0.1217        +0.1600      +0.0128   
res4n_branch2a_2/bias:0                            (256,)           -0.0012        +0.0006      +0.0003   
bn4n_branch2a_2/gamma:0                            (256,)           +0.4676        +1.0852      +0.1114   
bn4n_branch2a_2/beta:0                             (256,)           -1.2727        +0.0440      +0.2325   
bn4n_branch2a_2/moving_mean:0                      (256,)           -3.7141        +1.9744      +0.9055   
bn4n_branch2a_2/moving_variance:0                  (256,)           +0.4856        +2.9867      +0.3987   
res4n_branch2b_2/kernel:0                     (3, 3, 256, 256)      -0.1221        +0.1551      +0.0089   
res4n_branch2b_2/bias:0                            (256,)           -0.0099        +0.0089      +0.0028   
bn4n_branch2b_2/gamma:0                            (256,)           +0.4873        +1.1907      +0.1089   
bn4n_branch2b_2/beta:0                             (256,)           -1.0325        +0.5976      +0.2187   
bn4n_branch2b_2/moving_mean:0                      (256,)           -0.3456        +0.0662      +0.0728   
bn4n_branch2b_2/moving_variance:0                  (256,)           +0.0111        +0.2385      +0.0187   
res4n_branch2c_2/kernel:0                    (1, 1, 256, 1024)      -0.0992        +0.1609      +0.0109   
res4n_branch2c_2/bias:0                           (1024,)           -0.0078        +0.0087      +0.0021   
bn4n_branch2c_2/gamma:0                           (1024,)           +0.1917        +1.6763      +0.1232   
bn4n_branch2c_2/beta:0                            (1024,)           -0.7562        +0.6426      +0.1316   
bn4n_branch2c_2/moving_mean:0                     (1024,)           -0.2036        +0.1072      +0.0411   
bn4n_branch2c_2/moving_variance:0                 (1024,)           +0.0013        +0.0381      +0.0031   
res4o_branch2a_2/kernel:0                    (1, 1, 1024, 256)      -0.0879        +0.1375      +0.0125   
res4o_branch2a_2/bias:0                            (256,)           -0.0009        +0.0009      +0.0003   
bn4o_branch2a_2/gamma:0                            (256,)           +0.4154        +1.0786      +0.1032   
bn4o_branch2a_2/beta:0                             (256,)           -1.5070        +0.1578      +0.2357   
bn4o_branch2a_2/moving_mean:0                      (256,)           -6.4399        +2.0957      +1.2424   
bn4o_branch2a_2/moving_variance:0                  (256,)           +0.5261        +5.2096      +0.5908   
res4o_branch2b_2/kernel:0                     (3, 3, 256, 256)      -0.0939        +0.1264      +0.0090   
res4o_branch2b_2/bias:0                            (256,)           -0.0093        +0.0069      +0.0027   
bn4o_branch2b_2/gamma:0                            (256,)           +0.5379        +1.2134      +0.1078   
bn4o_branch2b_2/beta:0                             (256,)           -1.2517        +0.4139      +0.2248   
bn4o_branch2b_2/moving_mean:0                      (256,)           -0.3864        +0.3207      +0.0934   
bn4o_branch2b_2/moving_variance:0                  (256,)           +0.0164        +0.1712      +0.0202   
res4o_branch2c_2/kernel:0                    (1, 1, 256, 1024)      -0.1602        +0.1698      +0.0111   
res4o_branch2c_2/bias:0                           (1024,)           -0.0073        +0.0096      +0.0021   
bn4o_branch2c_2/gamma:0                           (1024,)           +0.2356        +1.9104      +0.1531   
bn4o_branch2c_2/beta:0                            (1024,)           -0.8014        +0.5613      +0.1387   
bn4o_branch2c_2/moving_mean:0                     (1024,)           -0.2040        +0.0855      +0.0429   
bn4o_branch2c_2/moving_variance:0                 (1024,)           +0.0009        +0.0544      +0.0049   
res4p_branch2a_2/kernel:0                    (1, 1, 1024, 256)      -0.1453        +0.2050      +0.0138   
res4p_branch2a_2/bias:0                            (256,)           -0.0008        +0.0009      +0.0003   
bn4p_branch2a_2/gamma:0                            (256,)           +0.5041        +1.0460      +0.0900   
bn4p_branch2a_2/beta:0                             (256,)           -1.4744        +0.0466      +0.2374   
bn4p_branch2a_2/moving_mean:0                      (256,)           -3.5993        +2.5332      +1.0418   
bn4p_branch2a_2/moving_variance:0                  (256,)           +0.6268        +3.2764      +0.5098   
res4p_branch2b_2/kernel:0                     (3, 3, 256, 256)      -0.0963        +0.1146      +0.0102   
res4p_branch2b_2/bias:0                            (256,)           -0.0117        +0.0087      +0.0026   
bn4p_branch2b_2/gamma:0                            (256,)           +0.4508        +1.3897      +0.1299   
bn4p_branch2b_2/beta:0                             (256,)           -1.4155        +0.4056      +0.2478   
bn4p_branch2b_2/moving_mean:0                      (256,)           -0.2807        +0.1532      +0.0755   
bn4p_branch2b_2/moving_variance:0                  (256,)           +0.0209        +0.1309      +0.0195   
res4p_branch2c_2/kernel:0                    (1, 1, 256, 1024)      -0.1161        +0.1738      +0.0122   
res4p_branch2c_2/bias:0                           (1024,)           -0.0087        +0.0081      +0.0020   
bn4p_branch2c_2/gamma:0                           (1024,)           +0.1803        +1.7117      +0.1949   
bn4p_branch2c_2/beta:0                            (1024,)           -1.0347        +0.3854      +0.1619   
bn4p_branch2c_2/moving_mean:0                     (1024,)           -0.1642        +0.0812      +0.0336   
bn4p_branch2c_2/moving_variance:0                 (1024,)           +0.0010        +0.0413      +0.0038   
res4q_branch2a_2/kernel:0                    (1, 1, 1024, 256)      -0.1236        +0.2559      +0.0137   
res4q_branch2a_2/bias:0                            (256,)           -0.0008        +0.0012      +0.0003   
bn4q_branch2a_2/gamma:0                            (256,)           +0.3504        +1.0037      +0.1050   
bn4q_branch2a_2/beta:0                             (256,)           -1.5841        +0.3542      +0.2878   
bn4q_branch2a_2/moving_mean:0                      (256,)           -5.4757        +2.7636      +1.1594   
bn4q_branch2a_2/moving_variance:0                  (256,)           +0.4812       +10.5219      +0.8778   
res4q_branch2b_2/kernel:0                     (3, 3, 256, 256)      -0.1804        +0.2048      +0.0089   
res4q_branch2b_2/bias:0                            (256,)           -0.0106        +0.0080      +0.0028   
bn4q_branch2b_2/gamma:0                            (256,)           +0.6510        +1.4631      +0.1185   
bn4q_branch2b_2/beta:0                             (256,)           -1.1869        +0.3730      +0.2479   
bn4q_branch2b_2/moving_mean:0                      (256,)           -0.2944        +0.1277      +0.0664   
bn4q_branch2b_2/moving_variance:0                  (256,)           +0.0110        +0.0925      +0.0102   
res4q_branch2c_2/kernel:0                    (1, 1, 256, 1024)      -0.1754        +0.1839      +0.0118   
res4q_branch2c_2/bias:0                           (1024,)           -0.0073        +0.0053      +0.0015   
bn4q_branch2c_2/gamma:0                           (1024,)           +0.0368        +2.1137      +0.2127   
bn4q_branch2c_2/beta:0                            (1024,)           -0.7801        +0.3531      +0.1493   
bn4q_branch2c_2/moving_mean:0                     (1024,)           -0.3336        +0.1393      +0.0609   
bn4q_branch2c_2/moving_variance:0                 (1024,)           +0.0006        +0.0498      +0.0058   
res4r_branch2a_2/kernel:0                    (1, 1, 1024, 256)      -0.1730        +0.2589      +0.0137   
res4r_branch2a_2/bias:0                            (256,)           -0.0009        +0.0010      +0.0003   
bn4r_branch2a_2/gamma:0                            (256,)           +0.2862        +0.9191      +0.1058   
bn4r_branch2a_2/beta:0                             (256,)           -1.3459        +0.2720      +0.2652   
bn4r_branch2a_2/moving_mean:0                      (256,)           -2.5019        +3.6722      +1.0108   
bn4r_branch2a_2/moving_variance:0                  (256,)           +0.6803        +5.8562      +0.5767   
res4r_branch2b_2/kernel:0                     (3, 3, 256, 256)      -0.1322        +0.1870      +0.0086   
res4r_branch2b_2/bias:0                            (256,)           -0.0092        +0.0095      +0.0031   
bn4r_branch2b_2/gamma:0                            (256,)           +0.5149        +1.4533      +0.1367   
bn4r_branch2b_2/beta:0                             (256,)           -0.9097        +0.6818      +0.2112   
bn4r_branch2b_2/moving_mean:0                      (256,)           -0.2223        +0.1066      +0.0609   
bn4r_branch2b_2/moving_variance:0                  (256,)           +0.0062        +0.0611      +0.0083   
res4r_branch2c_2/kernel:0                    (1, 1, 256, 1024)      -0.0890        +0.1848      +0.0112   
res4r_branch2c_2/bias:0                           (1024,)           -0.0115        +0.0075      +0.0017   
bn4r_branch2c_2/gamma:0                           (1024,)           +0.1361        +1.7486      +0.1512   
bn4r_branch2c_2/beta:0                            (1024,)           -0.7476        +0.3266      +0.1342   
bn4r_branch2c_2/moving_mean:0                     (1024,)           -0.2405        +0.1581      +0.0556   
bn4r_branch2c_2/moving_variance:0                 (1024,)           +0.0019        +0.0666      +0.0043   
res4s_branch2a_2/kernel:0                    (1, 1, 1024, 256)      -0.1326        +0.1900      +0.0130   
res4s_branch2a_2/bias:0                            (256,)           -0.0007        +0.0008      +0.0003   
bn4s_branch2a_2/gamma:0                            (256,)           +0.3468        +0.9720      +0.1053   
bn4s_branch2a_2/beta:0                             (256,)           -1.2850        +0.5307      +0.2683   
bn4s_branch2a_2/moving_mean:0                      (256,)           -9.8440        +2.2720      +1.2494   
bn4s_branch2a_2/moving_variance:0                  (256,)           +0.5810       +17.3876      +1.1579   
res4s_branch2b_2/kernel:0                     (3, 3, 256, 256)      -0.2008        +0.1875      +0.0085   
res4s_branch2b_2/bias:0                            (256,)           -0.0109        +0.0088      +0.0028   
bn4s_branch2b_2/gamma:0                            (256,)           +0.5201        +1.1966      +0.1040   
bn4s_branch2b_2/beta:0                             (256,)           -1.1253        +0.3305      +0.2241   
bn4s_branch2b_2/moving_mean:0                      (256,)           -0.3961        +0.1227      +0.0815   
bn4s_branch2b_2/moving_variance:0                  (256,)           +0.0097        +0.0778      +0.0102   
res4s_branch2c_2/kernel:0                    (1, 1, 256, 1024)      -0.1133        +0.1737      +0.0112   
res4s_branch2c_2/bias:0                           (1024,)           -0.0104        +0.0076      +0.0019   
bn4s_branch2c_2/gamma:0                           (1024,)           +0.1482        +1.7350      +0.1424   
bn4s_branch2c_2/beta:0                            (1024,)           -0.7700        +0.4369      +0.1229   
bn4s_branch2c_2/moving_mean:0                     (1024,)           -0.1928        +0.1375      +0.0475   
bn4s_branch2c_2/moving_variance:0                 (1024,)           +0.0015        +0.0487      +0.0035   
res4t_branch2a_2/kernel:0                    (1, 1, 1024, 256)      -0.1664        +0.1841      +0.0131   
res4t_branch2a_2/bias:0                            (256,)           -0.0013        +0.0016      +0.0004   
bn4t_branch2a_2/gamma:0                            (256,)           +0.4422        +1.2399      +0.1050   
bn4t_branch2a_2/beta:0                             (256,)           -1.1249        +0.2680      +0.2436   
bn4t_branch2a_2/moving_mean:0                      (256,)           -6.2349        +2.5628      +1.3091   
bn4t_branch2a_2/moving_variance:0                  (256,)           +0.4907        +5.1029      +0.5986   
res4t_branch2b_2/kernel:0                     (3, 3, 256, 256)      -0.1324        +0.1087      +0.0094   
res4t_branch2b_2/bias:0                            (256,)           -0.0096        +0.0074      +0.0024   
bn4t_branch2b_2/gamma:0                            (256,)           +0.4694        +1.2439      +0.1069   
bn4t_branch2b_2/beta:0                             (256,)           -1.1027        +0.6878      +0.2195   
bn4t_branch2b_2/moving_mean:0                      (256,)           -0.6517        +0.2553      +0.1409   
bn4t_branch2b_2/moving_variance:0                  (256,)           +0.0288        +0.2597      +0.0352   
res4t_branch2c_2/kernel:0                    (1, 1, 256, 1024)      -0.1675        +0.1682      +0.0118   
res4t_branch2c_2/bias:0                           (1024,)           -0.0144        +0.0073      +0.0019   
bn4t_branch2c_2/gamma:0                           (1024,)           +0.2195        +1.9902      +0.1718   
bn4t_branch2c_2/beta:0                            (1024,)           -0.7889        +0.3014      +0.1334   
bn4t_branch2c_2/moving_mean:0                     (1024,)           -0.1941        +0.1983      +0.0427   
bn4t_branch2c_2/moving_variance:0                 (1024,)           +0.0010        +0.0383      +0.0034   
res4u_branch2a_2/kernel:0                    (1, 1, 1024, 256)      -0.1064        +0.1593      +0.0122   
res4u_branch2a_2/bias:0                            (256,)           -0.0010        +0.0009      +0.0003   
bn4u_branch2a_2/gamma:0                            (256,)           +0.2925        +1.1103      +0.1152   
bn4u_branch2a_2/beta:0                             (256,)           -1.2993        +0.5482      +0.2517   
bn4u_branch2a_2/moving_mean:0                      (256,)           -8.9484        +3.0622      +1.2511   
bn4u_branch2a_2/moving_variance:0                  (256,)           +0.3403       +10.5238      +1.0425   
res4u_branch2b_2/kernel:0                     (3, 3, 256, 256)      -0.1250        +0.1247      +0.0080   
res4u_branch2b_2/bias:0                            (256,)           -0.0125        +0.0058      +0.0024   
bn4u_branch2b_2/gamma:0                            (256,)           +0.6188        +1.3505      +0.1055   
bn4u_branch2b_2/beta:0                             (256,)           -0.9702        +0.4346      +0.2031   
bn4u_branch2b_2/moving_mean:0                      (256,)           -0.4856        +0.3687      +0.1192   
bn4u_branch2b_2/moving_variance:0                  (256,)           +0.0157        +0.1070      +0.0150   
res4u_branch2c_2/kernel:0                    (1, 1, 256, 1024)      -0.1426        +0.2122      +0.0106   
res4u_branch2c_2/bias:0                           (1024,)           -0.0084        +0.0064      +0.0016   
bn4u_branch2c_2/gamma:0                           (1024,)           +0.0975        +1.7799      +0.1396   
bn4u_branch2c_2/beta:0                            (1024,)           -0.7753        +0.6956      +0.1624   
bn4u_branch2c_2/moving_mean:0                     (1024,)           -0.2670        +0.1501      +0.0620   
bn4u_branch2c_2/moving_variance:0                 (1024,)           +0.0017        +0.0830      +0.0062   
res4v_branch2a_2/kernel:0                    (1, 1, 1024, 256)      -0.1540        +0.2322      +0.0125   
res4v_branch2a_2/bias:0                            (256,)           -0.0011        +0.0015      +0.0003   
bn4v_branch2a_2/gamma:0                            (256,)           +0.3923        +1.0099      +0.0927   
bn4v_branch2a_2/beta:0                             (256,)           -1.2259        +0.4520      +0.2694   
bn4v_branch2a_2/moving_mean:0                      (256,)           -5.8968        +2.1904      +1.1998   
bn4v_branch2a_2/moving_variance:0                  (256,)           +0.5714        +5.2581      +0.6591   
res4v_branch2b_2/kernel:0                     (3, 3, 256, 256)      -0.1413        +0.1647      +0.0085   
res4v_branch2b_2/bias:0                            (256,)           -0.0130        +0.0072      +0.0022   
bn4v_branch2b_2/gamma:0                            (256,)           +0.6167        +1.1526      +0.0908   
bn4v_branch2b_2/beta:0                             (256,)           -1.0165        +0.8713      +0.1890   
bn4v_branch2b_2/moving_mean:0                      (256,)           -0.4301        +0.1983      +0.1069   
bn4v_branch2b_2/moving_variance:0                  (256,)           +0.0213        +0.2294      +0.0224   
res4v_branch2c_2/kernel:0                    (1, 1, 256, 1024)      -0.1078        +0.1724      +0.0112   
res4v_branch2c_2/bias:0                           (1024,)           -0.0045        +0.0057      +0.0016   
bn4v_branch2c_2/gamma:0                           (1024,)           +0.2332        +1.6640      +0.1350   
bn4v_branch2c_2/beta:0                            (1024,)           -0.9275        +0.5133      +0.1990   
bn4v_branch2c_2/moving_mean:0                     (1024,)           -0.2657        +0.2240      +0.0562   
bn4v_branch2c_2/moving_variance:0                 (1024,)           +0.0014        +0.0536      +0.0044   
res4w_branch2a_2/kernel:0                    (1, 1, 1024, 256)      -0.1421        +0.2230      +0.0128   
res4w_branch2a_2/bias:0                            (256,)           -0.0011        +0.0017      +0.0003   
bn4w_branch2a_2/gamma:0                            (256,)           +0.2562        +1.0847      +0.1115   
bn4w_branch2a_2/beta:0                             (256,)           -1.4639        +0.3603      +0.2947   
bn4w_branch2a_2/moving_mean:0                      (256,)          -13.4450        +3.0168      +1.9482   
bn4w_branch2a_2/moving_variance:0                  (256,)           +0.5124       +13.2866      +1.0325   
res4w_branch2b_2/kernel:0                     (3, 3, 256, 256)      -0.1053        +0.1691      +0.0084   
res4w_branch2b_2/bias:0                            (256,)           -0.0078        +0.0080      +0.0024   
bn4w_branch2b_2/gamma:0                            (256,)           +0.7056        +1.4043      +0.0986   
bn4w_branch2b_2/beta:0                             (256,)           -0.9674        +0.3868      +0.2011   
bn4w_branch2b_2/moving_mean:0                      (256,)           -0.2898        +0.2128      +0.0745   
bn4w_branch2b_2/moving_variance:0                  (256,)           +0.0105        +0.1042      +0.0124   
res4w_branch2c_2/kernel:0                    (1, 1, 256, 1024)      -0.1479        +0.1984      +0.0111   
res4w_branch2c_2/bias:0                           (1024,)           -0.0042        +0.0050      +0.0014   
bn4w_branch2c_2/gamma:0                           (1024,)           +0.0221        +1.5448      +0.1517   
bn4w_branch2c_2/beta:0                            (1024,)           -0.8512        +0.5036      +0.1815   
bn4w_branch2c_2/moving_mean:0                     (1024,)           -0.3939        +0.1908      +0.1037   
bn4w_branch2c_2/moving_variance:0                 (1024,)           +0.0007        +0.1042      +0.0077   
res5a_branch2a_2/kernel:0                    (1, 1, 1024, 512)      -0.1763        +0.2315      +0.0143   
res5a_branch2a_2/bias:0                            (512,)           -0.0014        +0.0011      +0.0003   
bn5a_branch2a_2/gamma:0                            (512,)           +0.5024        +1.2280      +0.1224   
bn5a_branch2a_2/beta:0                             (512,)           -1.4505        +0.4926      +0.3033   
bn5a_branch2a_2/moving_mean:0                      (512,)          -13.2482        +6.5317      +1.7947   
bn5a_branch2a_2/moving_variance:0                  (512,)           +0.8438       +12.3391      +1.0853   
res5a_branch2b_2/kernel:0                     (3, 3, 512, 512)      -0.2433        +0.3231      +0.0091   
res5a_branch2b_2/bias:0                            (512,)           -0.0018        +0.0043      +0.0008   
bn5a_branch2b_2/gamma:0                            (512,)           +0.3045        +1.4122      +0.1359   
bn5a_branch2b_2/beta:0                             (512,)           -1.6459        +0.7115      +0.3145   
bn5a_branch2b_2/moving_mean:0                      (512,)           -1.7575        +1.3904      +0.2868   
bn5a_branch2b_2/moving_variance:0                  (512,)           +0.0838        +0.8812      +0.0821   
res5a_branch2c_2/kernel:0                    (1, 1, 512, 2048)      -0.2880        +0.3244      +0.0122   
res5a_branch2c_2/bias:0                           (2048,)           -0.0106        +0.0227      +0.0013   
res5a_branch1_2/kernel:0                     (1, 1, 1024, 2048)     -0.3702        +0.4639      +0.0105   
res5a_branch1_2/bias:0                            (2048,)           -0.0008        +0.0019      +0.0002   
bn5a_branch2c_2/gamma:0                           (2048,)           +0.6632        +2.6859      +0.2373   
bn5a_branch2c_2/beta:0                            (2048,)           -1.8489        +1.4639      +0.2354   
bn5a_branch2c_2/moving_mean:0                     (2048,)           -0.4234        +0.5529      +0.0570   
bn5a_branch2c_2/moving_variance:0                 (2048,)           +0.0023        +0.1430      +0.0061   
bn5a_branch1_2/gamma:0                            (2048,)           +0.8580        +4.8497      +0.5097   
bn5a_branch1_2/beta:0                             (2048,)           -1.8488        +1.4641      +0.2354   
bn5a_branch1_2/moving_mean:0                      (2048,)           -8.1453        +5.4726      +1.0711   
bn5a_branch1_2/moving_variance:0                  (2048,)           +0.2737        +5.2058      +0.3888   
res5b_branch2a_2/kernel:0                    (1, 1, 2048, 512)      -0.1497        +0.2567      +0.0107   
res5b_branch2a_2/bias:0                            (512,)           -0.0015        +0.0040      +0.0004   
bn5b_branch2a_2/gamma:0                            (512,)           +0.3823        +1.1338      +0.0958   
bn5b_branch2a_2/beta:0                             (512,)           -1.1818        +0.6068      +0.1976   
bn5b_branch2a_2/moving_mean:0                      (512,)           -3.0110        +4.9119      +0.5962   
bn5b_branch2a_2/moving_variance:0                  (512,)           +0.5778        +4.9932      +0.4898   
res5b_branch2b_2/kernel:0                     (3, 3, 512, 512)      -0.1338        +0.2394      +0.0079   
res5b_branch2b_2/bias:0                            (512,)           -0.0105        +0.0073      +0.0013   
bn5b_branch2b_2/gamma:0                            (512,)           +0.5321        +1.1694      +0.1049   
bn5b_branch2b_2/beta:0                             (512,)           -1.8375        +0.5450      +0.2784   
bn5b_branch2b_2/moving_mean:0                      (512,)           -1.2009        +1.5489      +0.2116   
bn5b_branch2b_2/moving_variance:0                  (512,)           +0.0530        +0.6918      +0.0500   
res5b_branch2c_2/kernel:0                    (1, 1, 512, 2048)      -0.1345        +0.1962      +0.0106   
res5b_branch2c_2/bias:0                           (2048,)           -0.0181        +0.0196      +0.0018   
bn5b_branch2c_2/gamma:0                           (2048,)           +0.5622        +2.4065      +0.2234   
bn5b_branch2c_2/beta:0                            (2048,)           -2.3543        +0.1656      +0.2122   
bn5b_branch2c_2/moving_mean:0                     (2048,)           -0.2994        +0.9054      +0.0436   
bn5b_branch2c_2/moving_variance:0                 (2048,)           +0.0017        +0.1444      +0.0042   
res5c_branch2a_2/kernel:0                    (1, 1, 2048, 512)      -0.1803        +0.3580      +0.0115   
res5c_branch2a_2/bias:0                            (512,)           -0.0037        +0.0055      +0.0005   
bn5c_branch2a_2/gamma:0                            (512,)           +0.1743        +1.1331      +0.0973   
bn5c_branch2a_2/beta:0                             (512,)           -1.3940        +0.9286      +0.2532   
bn5c_branch2a_2/moving_mean:0                      (512,)           -1.6788        +4.0125      +0.4136   
bn5c_branch2a_2/moving_variance:0                  (512,)           +0.4097        +6.2837      +0.4842   
res5c_branch2b_2/kernel:0                     (3, 3, 512, 512)      -0.0940        +0.0945      +0.0071   
res5c_branch2b_2/bias:0                            (512,)           -0.0092        +0.0111      +0.0019   
bn5c_branch2b_2/gamma:0                            (512,)           +0.4880        +1.1432      +0.0915   
bn5c_branch2b_2/beta:0                             (512,)           -1.4251        +0.3417      +0.2747   
bn5c_branch2b_2/moving_mean:0                      (512,)           -0.6788        +0.0926      +0.1057   
bn5c_branch2b_2/moving_variance:0                  (512,)           +0.0341        +0.2969      +0.0293   
res5c_branch2c_2/kernel:0                    (1, 1, 512, 2048)      -0.1305        +0.1288      +0.0103   
res5c_branch2c_2/bias:0                           (2048,)           -0.0031        +0.0070      +0.0011   
bn5c_branch2c_2/gamma:0                           (2048,)           +0.5999        +2.5360      +0.2191   
bn5c_branch2c_2/beta:0                            (2048,)           -4.0101        -0.6658      +0.2211   
